Day,Date High,High,Date Low, Low , Closing , No. of Trades , No. of Shares , Turnover ,Last Traded,Days Traded
6/7/2011,7-Jun-11,271,7-Jun-11,269,269.3,43,98900.00,26663190.00,7-Jun-11,1
6/8/2011,8-Jun-11,270,8-Jun-11,267.1,267.6,19,4000.00,1074870.00,8-Jun-11,1
6/9/2011,9-Jun-11,268,9-Jun-11,266,266.4,25,8300.00,2211320.00,9-Jun-11,1
6/10/2011,10-Jun-11,267.5,10-Jun-11,266,266.4,17,7100.00,1891730.00,10-Jun-11,1
6/13/2011,13-Jun-11,268,13-Jun-11,263.1,264.9,52,48000.00,12743780.00,13-Jun-11,1
6/14/2011,14-Jun-11,263.5,14-Jun-11,260.1,262.7,35,25100.00,6598740.00,14-Jun-11,1
6/16/2011,16-Jun-11,260.1,16-Jun-11,253.1,255.3,90,694900.00,177365710.00,16-Jun-11,1
6/17/2011,17-Jun-11,260,17-Jun-11,255,255.1,73,78400.00,20073340.00,17-Jun-11,1
6/20/2011,20-Jun-11,264,20-Jun-11,255.1,256,18,3600.00,922560.00,20-Jun-11,1
6/21/2011,21-Jun-11,255.1,21-Jun-11,253.5,254.7,34,11100.00,2826790.00,21-Jun-11,1
6/22/2011,22-Jun-11,254.5,22-Jun-11,251,252.7,41,24200.00,6131720.00,22-Jun-11,1
6/23/2011,23-Jun-11,254,23-Jun-11,247,247.1,71,122600.00,30624420.00,23-Jun-11,1
6/24/2011,24-Jun-11,250,24-Jun-11,245,246.3,96,99400.00,24585600.00,24-Jun-11,1
6/27/2011,27-Jun-11,246.1,27-Jun-11,237,239.1,79,53800.00,12890140.00,27-Jun-11,1
6/28/2011,28-Jun-11,245,28-Jun-11,237.5,241.5,45,25700.00,6141230.00,28-Jun-11,1
6/29/2011,29-Jun-11,241,29-Jun-11,237.5,240,61,95200.00,22838070.00,29-Jun-11,1
6/30/2011,30-Jun-11,241,30-Jun-11,238.5,240.1,68,173000.00,41423940.00,30-Jun-11,1
7/1/2011,1-Jul-11,246,1-Jul-11,241,245.2,31,15700.00,3833490.00,1-Jul-11,1
7/4/2011,4-Jul-11,249,4-Jul-11,241,241.4,56,26800.00,6488150.00,4-Jul-11,1
7/5/2011,5-Jul-11,245,5-Jul-11,241,244,38,145200.00,35339480.00,5-Jul-11,1
7/6/2011,6-Jul-11,244,6-Jul-11,241,242.8,30,106000.00,25555710.00,6-Jul-11,1
7/7/2011,7-Jul-11,243,7-Jul-11,241.1,242,28,6900.00,1667170.00,7-Jul-11,1
7/8/2011,8-Jul-11,244,8-Jul-11,239.2,240.1,59,103500.00,24864470.00,8-Jul-11,1
7/11/2011,11-Jul-11,240,11-Jul-11,236.1,238.2,70,66100.00,15784400.00,11-Jul-11,1
7/12/2011,12-Jul-11,240,12-Jul-11,235,236.1,53,43100.00,10268930.00,12-Jul-11,1
7/13/2011,13-Jul-11,239.9,13-Jul-11,235,237.6,32,17900.00,4265860.00,13-Jul-11,1
7/15/2011,15-Jul-11,239,15-Jul-11,235,236.5,36,18900.00,4460280.00,15-Jul-11,1
7/18/2011,18-Jul-11,238.5,18-Jul-11,235,235.9,25,12100.00,2846640.00,18-Jul-11,1
7/19/2011,19-Jul-11,235.5,19-Jul-11,235,235.2,26,13400.00,3150430.00,19-Jul-11,1
7/20/2011,20-Jul-11,236,20-Jul-11,233,234.1,41,48800.00,11450500.00,20-Jul-11,1
7/21/2011,21-Jul-11,234,21-Jul-11,231,231.1,34,24700.00,5734980.00,21-Jul-11,1
7/22/2011,22-Jul-11,232.5,22-Jul-11,228.1,230.7,82,55100.00,12681600.00,22-Jul-11,1
7/25/2011,25-Jul-11,235,25-Jul-11,227,228,83,140100.00,32185220.00,25-Jul-11,1
7/26/2011,26-Jul-11,228.6,26-Jul-11,220.3,228,93,94700.00,21417260.00,26-Jul-11,1
7/27/2011,27-Jul-11,230,27-Jul-11,227.5,230,46,93000.00,21247950.00,27-Jul-11,1
7/28/2011,28-Jul-11,245,28-Jul-11,230,240.9,92,73200.00,17453250.00,28-Jul-11,1
7/29/2011,29-Jul-11,244,29-Jul-11,242.9,243.3,80,49600.00,12081410.00,29-Jul-11,1
8/1/2011,1-Aug-11,244,1-Aug-11,239,240.5,50,16800.00,4066720.00,1-Aug-11,1
8/2/2011,2-Aug-11,244,2-Aug-11,239,239.1,32,14300.00,3433250.00,2-Aug-11,1
8/3/2011,3-Aug-11,240,3-Aug-11,239,240,32,22700.00,5445770.00,3-Aug-11,1
8/4/2011,4-Aug-11,241,4-Aug-11,239.5,240,42,28600.00,6866760.00,4-Aug-11,1
8/5/2011,5-Aug-11,240,5-Aug-11,235,236.2,36,32000.00,7609470.00,5-Aug-11,1
8/8/2011,8-Aug-11,238.5,8-Aug-11,230,236.9,67,70400.00,16426110.00,8-Aug-11,1
8/9/2011,9-Aug-11,238.2,9-Aug-11,235,235.5,22,32900.00,7757450.00,9-Aug-11,1
8/10/2011,10-Aug-11,240.5,10-Aug-11,237,240,52,48400.00,11617710.00,10-Aug-11,1
8/11/2011,11-Aug-11,240,11-Aug-11,235,235.8,17,7700.00,1830080.00,11-Aug-11,1
8/12/2011,12-Aug-11,240,12-Aug-11,235,235,13,11700.00,2751940.00,12-Aug-11,1
8/15/2011,15-Aug-11,239,15-Aug-11,235,238.5,18,8100.00,1926680.00,15-Aug-11,1
8/16/2011,16-Aug-11,242,16-Aug-11,235,241.9,39,21000.00,5051190.00,16-Aug-11,1
8/17/2011,17-Aug-11,245,17-Aug-11,239.5,240,52,84900.00,20448640.00,17-Aug-11,1
8/18/2011,18-Aug-11,240,18-Aug-11,239,240,13,17600.00,4223140.00,18-Aug-11,1
8/19/2011,19-Aug-11,240,19-Aug-11,237,237.1,7,4100.00,974750.00,19-Aug-11,1
8/22/2011,22-Aug-11,240,22-Aug-11,237.2,237.5,33,42500.00,10104840.00,22-Aug-11,1
8/23/2011,23-Aug-11,239.3,23-Aug-11,237.1,238.6,35,59900.00,14231890.00,23-Aug-11,1
8/24/2011,24-Aug-11,237.5,24-Aug-11,235.1,237,45,96000.00,22692710.00,24-Aug-11,1
8/25/2011,25-Aug-11,238,25-Aug-11,236,237.5,30,23700.00,5621660.00,25-Aug-11,1
8/26/2011,26-Aug-11,239.9,26-Aug-11,235.1,236.1,39,20300.00,4812040.00,26-Aug-11,1
8/29/2011,29-Aug-11,236.5,29-Aug-11,236.1,236.1,11,4800.00,1133490.00,29-Aug-11,1
8/30/2011,30-Aug-11,238,30-Aug-11,236.2,237.9,32,12100.00,2863250.00,30-Aug-11,1
9/1/2011,1-Sep-11,250,1-Sep-11,236.5,245,96,66600.00,16135410.00,1-Sep-11,1
9/2/2011,2-Sep-11,245,2-Sep-11,240,242.3,29,13300.00,3221810.00,2-Sep-11,1
9/5/2011,5-Sep-11,242.3,5-Sep-11,240,241.9,14,48400.00,11702280.00,5-Sep-11,1
9/6/2011,6-Sep-11,242,6-Sep-11,240,240,57,101300.00,24331670.00,6-Sep-11,1
9/7/2011,7-Sep-11,242.3,7-Sep-11,239,241,21,11800.00,2842020.00,7-Sep-11,1
9/8/2011,8-Sep-11,245,8-Sep-11,240,241.1,23,233000.00,56958360.00,8-Sep-11,1
9/9/2011,9-Sep-11,240,9-Sep-11,237,239.6,23,14200.00,3391990.00,9-Sep-11,1
9/12/2011,12-Sep-11,240,12-Sep-11,237,237.8,34,53400.00,12757980.00,12-Sep-11,1
9/13/2011,13-Sep-11,238.9,13-Sep-11,236.5,238,40,46900.00,11163750.00,13-Sep-11,1
9/14/2011,14-Sep-11,236.1,14-Sep-11,235,235.1,31,35800.00,8418120.00,14-Sep-11,1
9/15/2011,15-Sep-11,235,15-Sep-11,230,230.1,44,38700.00,8913330.00,15-Sep-11,1
9/16/2011,16-Sep-11,232,16-Sep-11,228,228.6,46,13300.00,3055160.00,16-Sep-11,1
9/20/2011,20-Sep-11,239.9,20-Sep-11,225,226.8,68,27100.00,6212510.00,20-Sep-11,1
9/21/2011,21-Sep-11,225,21-Sep-11,200,224.2,521,323100.00,70919560.00,21-Sep-11,1
9/22/2011,22-Sep-11,225,22-Sep-11,220.5,220.9,43,13200.00,2922860.00,22-Sep-11,1
9/23/2011,23-Sep-11,223,23-Sep-11,220,220.4,79,54500.00,12002610.00,23-Sep-11,1
9/26/2011,26-Sep-11,222,26-Sep-11,218.5,219.2,75,93500.00,20550100.00,26-Sep-11,1
9/27/2011,27-Sep-11,220,27-Sep-11,218,218.2,42,40400.00,8816890.00,27-Sep-11,1
9/28/2011,28-Sep-11,219,28-Sep-11,218.1,218.3,36,16200.00,3540100.00,28-Sep-11,1
9/29/2011,29-Sep-11,219.9,29-Sep-11,218,218.8,45,27000.00,5906240.00,29-Sep-11,1
9/30/2011,30-Sep-11,220,30-Sep-11,218,218.1,71,78600.00,17150350.00,30-Sep-11,1
10/3/2011,3-Oct-11,219,3-Oct-11,216,217.2,43,35500.00,7707390.00,3-Oct-11,1
10/4/2011,4-Oct-11,218,4-Oct-11,217.2,217.2,31,22200.00,4822210.00,4-Oct-11,1
10/5/2011,5-Oct-11,220,5-Oct-11,217,220,46,38100.00,8327950.00,5-Oct-11,1
10/6/2011,6-Oct-11,225,6-Oct-11,218,218.1,25,19700.00,4310030.00,6-Oct-11,1
10/7/2011,7-Oct-11,223,7-Oct-11,217,217,35,34600.00,7513500.00,7-Oct-11,1
10/10/2011,10-Oct-11,218,10-Oct-11,216.9,217.4,18,7400.00,1608490.00,10-Oct-11,1
10/12/2011,12-Oct-11,217.1,12-Oct-11,216,216.4,18,7200.00,1561780.00,12-Oct-11,1
10/13/2011,13-Oct-11,217,13-Oct-11,216,216.1,36,28400.00,6141900.00,13-Oct-11,1
10/14/2011,14-Oct-11,217,14-Oct-11,215,215.5,23,28400.00,6123860.00,14-Oct-11,1
10/17/2011,17-Oct-11,218,17-Oct-11,212,212.1,41,35800.00,7637940.00,17-Oct-11,1
10/18/2011,18-Oct-11,211.1,18-Oct-11,207,208.2,46,38100.00,7969960.00,18-Oct-11,1
10/19/2011,19-Oct-11,213.9,19-Oct-11,205,209.9,29,16000.00,3363370.00,19-Oct-11,1
10/20/2011,20-Oct-11,210,20-Oct-11,202,202,40,25000.00,5108790.00,20-Oct-11,1
10/21/2011,21-Oct-11,209,21-Oct-11,201,203.5,19,7400.00,1504420.00,21-Oct-11,1
10/24/2011,24-Oct-11,209,24-Oct-11,205,207.8,42,227000.00,47006200.00,24-Oct-11,1
10/25/2011,25-Oct-11,210,25-Oct-11,204,204.6,35,35300.00,7255720.00,25-Oct-11,1
10/27/2011,27-Oct-11,209,27-Oct-11,203,203.2,24,121700.00,24711650.00,27-Oct-11,1
10/28/2011,28-Oct-11,210,28-Oct-11,203.8,204.1,38,19300.00,3967160.00,28-Oct-11,1
10/31/2011,31-Oct-11,209,31-Oct-11,204.1,206.9,47,81400.00,16814490.00,31-Oct-11,1
11/1/2011,1-Nov-11,207,1-Nov-11,205,205,87,106600.00,21872740.00,1-Nov-11,1
11/2/2011,2-Nov-11,212,2-Nov-11,206,210.7,76,146200.00,30722570.00,2-Nov-11,1
11/3/2011,3-Nov-11,214,3-Nov-11,209,209,25,7500.00,1579390.00,3-Nov-11,1
11/4/2011,4-Nov-11,210,4-Nov-11,207,207.4,14,7800.00,1629850.00,4-Nov-11,1
11/8/2011,8-Nov-11,210,8-Nov-11,203,209.2,75,64100.00,13371480.00,8-Nov-11,1
11/9/2011,9-Nov-11,212.9,9-Nov-11,209,212,85,122600.00,25844800.00,9-Nov-11,1
11/11/2011,11-Nov-11,216,11-Nov-11,213.9,215,64,185300.00,39834030.00,11-Nov-11,1
11/14/2011,14-Nov-11,216.5,14-Nov-11,209,210.3,35,15300.00,3234160.00,14-Nov-11,1
11/15/2011,15-Nov-11,209.9,15-Nov-11,207,207,12,2600.00,540830.00,15-Nov-11,1
11/16/2011,16-Nov-11,208.9,16-Nov-11,202.3,202.8,40,17900.00,3659120.00,16-Nov-11,1
11/17/2011,17-Nov-11,209,17-Nov-11,202.1,207.5,41,97600.00,20005550.00,17-Nov-11,1
11/18/2011,18-Nov-11,210,18-Nov-11,205.2,210,31,251400.00,51850400.00,18-Nov-11,1
11/21/2011,21-Nov-11,207.1,21-Nov-11,205,205,34,174500.00,35779530.00,21-Nov-11,1
11/22/2011,22-Nov-11,203,22-Nov-11,201,202.5,28,9400.00,1898280.00,22-Nov-11,1
11/23/2011,23-Nov-11,205,23-Nov-11,203,203.1,17,24500.00,4984450.00,23-Nov-11,1
11/24/2011,24-Nov-11,208.8,24-Nov-11,200,200,90,150300.00,30246960.00,24-Nov-11,1
11/25/2011,25-Nov-11,203,25-Nov-11,197,199.9,46,49900.00,10006540.00,25-Nov-11,1
11/28/2011,28-Nov-11,205,28-Nov-11,199,202.9,37,37800.00,7650270.00,28-Nov-11,1
11/29/2011,29-Nov-11,210,29-Nov-11,200.5,202.3,84,76500.00,15709590.00,29-Nov-11,1
11/30/2011,30-Nov-11,203.5,30-Nov-11,200.2,203.2,23,24800.00,4994990.00,30-Nov-11,1
12/1/2011,1-Dec-11,205,1-Dec-11,202,203,22,271000.00,55009510.00,1-Dec-11,1
12/2/2011,2-Dec-11,204,2-Dec-11,203,203.3,36,62100.00,12609330.00,2-Dec-11,1
12/5/2011,5-Dec-11,202.5,5-Dec-11,200,202,27,10700.00,2156640.00,5-Dec-11,1
12/6/2011,6-Dec-11,202,6-Dec-11,200,201,20,72300.00,14601420.00,6-Dec-11,1
12/7/2011,7-Dec-11,203,7-Dec-11,200,202,92,581600.00,117484080.00,7-Dec-11,1
12/8/2011,8-Dec-11,203,8-Dec-11,201.1,202.1,19,22100.00,4464160.00,8-Dec-11,1
12/9/2011,9-Dec-11,203,9-Dec-11,200.5,200.8,10,3700.00,745650.00,9-Dec-11,1
12/12/2011,12-Dec-11,201,12-Dec-11,200,200.1,24,40800.00,8164080.00,12-Dec-11,1
12/13/2011,13-Dec-11,200.6,13-Dec-11,200,200.6,17,29800.00,5974120.00,13-Dec-11,1
12/14/2011,14-Dec-11,200.4,14-Dec-11,199.5,200,23,40500.00,8099820.00,14-Dec-11,1
12/15/2011,15-Dec-11,201,15-Dec-11,198.6,199,24,44000.00,8772890.00,15-Dec-11,1
12/16/2011,16-Dec-11,200,16-Dec-11,197,197.4,34,22900.00,4527180.00,16-Dec-11,1
12/19/2011,19-Dec-11,197.8,19-Dec-11,193,193.8,44,65500.00,12789240.00,19-Dec-11,1
12/20/2011,20-Dec-11,198,20-Dec-11,191,191.8,43,186000.00,35778940.00,20-Dec-11,1
12/21/2011,21-Dec-11,196,21-Dec-11,192.5,194.8,15,12000.00,2327450.00,21-Dec-11,1
12/22/2011,22-Dec-11,200,22-Dec-11,192.7,196.1,26,4400.00,869720.00,22-Dec-11,1
12/23/2011,23-Dec-11,198.5,23-Dec-11,193.9,198,6,800.00,158040.00,23-Dec-11,1
12/27/2011,27-Dec-11,198,27-Dec-11,198,198,1,100.00,19800.00,27-Dec-11,1
12/28/2011,28-Dec-11,200,28-Dec-11,197,199,19,12300.00,2433510.00,28-Dec-11,1
12/29/2011,29-Dec-11,199.9,29-Dec-11,194.4,195,149,266300.00,51949590.00,29-Dec-11,1
12/30/2011,30-Dec-11,199,30-Dec-11,194.8,195,40,60000.00,11701030.00,30-Dec-11,1
,,,,,,,,,,
1/2/2012,2-Jan-12,199.90,2-Jan-12,194.90,195.30,42,58000.00,11312630.00,2-Jan-12,1
1/3/2012,3-Jan-12,197.00,3-Jan-12,196.00,197.00,9,1900.00,374000.00,3-Jan-12,1
1/4/2012,4-Jan-12,196.10,4-Jan-12,195.00,195.00,16,5100.00,994720.00,4-Jan-12,1
1/5/2012,5-Jan-12,195.00,5-Jan-12,194.90,194.90,16,13500.00,2631840.00,5-Jan-12,1
1/6/2012,6-Jan-12,195.10,6-Jan-12,194.10,194.50,20,24400.00,4755350.00,6-Jan-12,1
1/9/2012,9-Jan-12,194.50,9-Jan-12,191.00,191.00,24,8600.00,1652220.00,9-Jan-12,1
1/10/2012,10-Jan-12,191.00,10-Jan-12,189.00,189.10,28,13400.00,2544940.00,10-Jan-12,1
1/11/2012,11-Jan-12,190.00,11-Jan-12,189.00,189.20,30,24600.00,4663810.00,11-Jan-12,1
1/12/2012,12-Jan-12,190.00,12-Jan-12,187.00,189.70,33,24300.00,4591390.00,12-Jan-12,1
1/13/2012,13-Jan-12,190.00,13-Jan-12,190.00,190.00,16,7100.00,1349000.00,13-Jan-12,1
1/17/2012,17-Jan-12,195.00,17-Jan-12,187.10,187.30,34,39100.00,7430550.00,17-Jan-12,1
1/18/2012,18-Jan-12,190.00,18-Jan-12,180.00,185.60,62,37700.00,7006300.00,18-Jan-12,1
1/19/2012,19-Jan-12,186.00,19-Jan-12,180.00,180.30,31,22600.00,4095150.00,19-Jan-12,1
1/20/2012,20-Jan-12,187.90,20-Jan-12,180.00,180.00,42,14500.00,2613070.00,20-Jan-12,1
1/23/2012,23-Jan-12,184.90,23-Jan-12,175.00,175.00,56,69600.00,12205390.00,23-Jan-12,1
1/24/2012,24-Jan-12,180.00,24-Jan-12,170.20,173.60,60,50800.00,8798530.00,24-Jan-12,1
1/25/2012,25-Jan-12,178.00,25-Jan-12,170.10,174.80,23,15300.00,2688440.00,25-Jan-12,1
1/26/2012,26-Jan-12,174.00,26-Jan-12,169.50,169.90,62,64900.00,11053510.00,26-Jan-12,1
1/27/2012,27-Jan-12,179.90,27-Jan-12,174.00,178.60,80,153800.00,26945700.00,27-Jan-12,1
1/30/2012,30-Jan-12,193.00,30-Jan-12,180.00,190.50,152,189200.00,35768000.00,30-Jan-12,1
1/31/2012,31-Jan-12,190.10,31-Jan-12,185.50,189.00,55,28600.00,5394730.00,31-Jan-12,1
2/1/2012,1-Feb-12,190.00,1-Feb-12,186.00,190.00,34,18700.00,3541800.00,1-Feb-12,1
2/2/2012,2-Feb-12,190.00,2-Feb-12,187.00,188.00,35,34600.00,6536610.00,2-Feb-12,1
2/3/2012,3-Feb-12,186.10,3-Feb-12,185.00,185.00,15,8500.00,1574610.00,3-Feb-12,1
2/6/2012,6-Feb-12,186.00,6-Feb-12,180.00,185.80,14,6400.00,1186310.00,6-Feb-12,1
2/8/2012,8-Feb-12,188.00,8-Feb-12,181.00,182.70,17,7100.00,1293650.00,8-Feb-12,1
2/9/2012,9-Feb-12,184.00,9-Feb-12,173.00,176.80,23,12100.00,2146900.00,9-Feb-12,1
2/13/2012,13-Feb-12,185.00,13-Feb-12,169.00,179.30,87,52100.00,9150330.00,13-Feb-12,1
2/14/2012,14-Feb-12,172.00,14-Feb-12,170.00,170.00,85,371100.00,63117320.00,14-Feb-12,1
2/15/2012,15-Feb-12,174.00,15-Feb-12,170.00,172.30,38,21700.00,3700500.00,15-Feb-12,1
2/16/2012,16-Feb-12,178.00,16-Feb-12,172.40,177.80,27,20500.00,3620880.00,16-Feb-12,1
2/17/2012,17-Feb-12,180.00,17-Feb-12,175.00,178.10,42,17000.00,3036660.00,17-Feb-12,1
2/21/2012,21-Feb-12,179.50,21-Feb-12,175.20,177.70,14,3300.00,585770.00,21-Feb-12,1
2/22/2012,22-Feb-12,181.00,22-Feb-12,176.50,180.50,32,84900.00,15263430.00,22-Feb-12,1
2/23/2012,23-Feb-12,188.00,23-Feb-12,180.00,187.60,55,37600.00,6916770.00,23-Feb-12,1
2/24/2012,24-Feb-12,193.50,24-Feb-12,176.50,190.00,67,112000.00,21270360.90,24-Feb-12,1
2/27/2012,27-Feb-12,190.00,27-Feb-12,186.10,189.00,63,494079.00,93538491.00,27-Feb-12,1
2/28/2012,28-Feb-12,188.90,28-Feb-12,184.00,185.00,18,4137.00,766480.60,28-Feb-12,1
2/29/2012,29-Feb-12,186.20,29-Feb-12,182.70,186.10,8,1264.00,234994.60,29-Feb-12,1
3/1/2012,1-Mar-12,186.20,1-Mar-12,181.30,184.20,33,27038.00,5020166.00,1-Mar-12,1
3/2/2012,2-Mar-12,185.00,2-Mar-12,181.00,182.10,33,11116.00,2024351.00,2-Mar-12,1
3/5/2012,5-Mar-12,182.00,5-Mar-12,175.00,176.30,24,9319.00,1642316.40,5-Mar-12,1
3/6/2012,6-Mar-12,182.00,6-Mar-12,180.00,181.50,21,12802.00,2315933.00,6-Mar-12,1
3/8/2012,8-Mar-12,182.00,8-Mar-12,181.00,181.50,14,12326.00,2236654.00,8-Mar-12,1
3/9/2012,9-Mar-12,183.00,9-Mar-12,181.00,181.70,19,9214.00,1673012.00,9-Mar-12,1
3/12/2012,12-Mar-12,182.90,12-Mar-12,181.90,182.80,16,7436.00,1354302.10,12-Mar-12,1
3/13/2012,13-Mar-12,185.90,13-Mar-12,182.10,185.10,48,24448.00,4519274.60,13-Mar-12,1
3/14/2012,14-Mar-12,187.50,14-Mar-12,184.00,184.50,22,12005.00,2218240.50,14-Mar-12,1
3/15/2012,15-Mar-12,185.20,15-Mar-12,185.00,185.20,11,7611.00,1409173.40,15-Mar-12,1
3/16/2012,16-Mar-12,187.10,16-Mar-12,185.00,185.70,38,11728.00,2176857.50,16-Mar-12,1
3/19/2012,19-Mar-12,187.40,19-Mar-12,185.00,187.00,61,61053.00,11397263.90,19-Mar-12,1
3/20/2012,20-Mar-12,188.00,20-Mar-12,185.10,187.60,49,92427.00,17336168.50,20-Mar-12,1
3/21/2012,21-Mar-12,188.00,21-Mar-12,187.00,187.30,30,18182.00,3408535.00,21-Mar-12,1
3/22/2012,22-Mar-12,187.60,22-Mar-12,186.50,187.00,54,82543.00,15452730.90,22-Mar-12,1
3/23/2012,23-Mar-12,188.50,23-Mar-12,187.00,187.10,27,37386.00,6995800.20,23-Mar-12,1
3/26/2012,26-Mar-12,187.50,26-Mar-12,185.00,185.70,18,3643.00,679878.90,26-Mar-12,1
3/27/2012,27-Mar-12,187.50,27-Mar-12,184.00,184.90,24,24581.00,4548242.80,27-Mar-12,1
3/28/2012,28-Mar-12,180.00,28-Mar-12,175.00,176.80,660,310614.00,54719757.50,28-Mar-12,1
3/29/2012,29-Mar-12,178.90,29-Mar-12,176.00,178.20,216,144130.00,25631147.30,29-Mar-12,1
3/30/2012,30-Mar-12,182.00,30-Mar-12,177.70,179.80,155,92018.00,16502502.60,30-Mar-12,1
4/2/2012,2-Apr-12,177.50,2-Apr-12,170.00,172.60,178,134041.00,23103529.00,2-Apr-12,1
4/3/2012,3-Apr-12,175.00,3-Apr-12,171.50,174.10,150,89642.00,15502602.50,3-Apr-12,1
4/4/2012,4-Apr-12,176.00,4-Apr-12,173.00,175.00,59,27417.00,4798259.20,4-Apr-12,1
4/5/2012,5-Apr-12,176.90,5-Apr-12,174.00,175.80,82,40522.00,7095715.00,5-Apr-12,1
4/9/2012,9-Apr-12,176.90,9-Apr-12,173.10,175.10,64,30038.00,5256871.20,9-Apr-12,1
4/10/2012,10-Apr-12,176.00,10-Apr-12,174.10,175.10,46,13545.00,2362908.00,10-Apr-12,1
4/11/2012,11-Apr-12,176.50,11-Apr-12,175.00,175.60,31,9948.00,1746285.50,11-Apr-12,1
4/16/2012,16-Apr-12,177.00,16-Apr-12,175.00,176.70,79,29685.00,5233018.80,16-Apr-12,1
4/17/2012,17-Apr-12,178.00,17-Apr-12,177.00,177.90,103,54972.00,9738782.40,17-Apr-12,1
4/18/2012,18-Apr-12,179.00,18-Apr-12,176.00,178.30,65,34733.00,6168129.50,18-Apr-12,1
4/19/2012,19-Apr-12,180.00,19-Apr-12,178.00,179.80,139,60156.00,10782859.30,19-Apr-12,1
4/20/2012,20-Apr-12,180.00,20-Apr-12,178.50,178.70,41,22103.00,3968056.30,20-Apr-12,1
4/23/2012,23-Apr-12,179.00,23-Apr-12,178.00,179.00,35,16182.00,2895170.00,23-Apr-12,1
4/24/2012,24-Apr-12,179.90,24-Apr-12,178.00,179.20,100,60341.00,10804359.10,24-Apr-12,1
4/25/2012,25-Apr-12,180.00,25-Apr-12,178.00,179.60,61,67265.00,12095691.90,25-Apr-12,1
4/26/2012,26-Apr-12,179.50,26-Apr-12,175.20,178.00,52,21375.00,3797705.60,26-Apr-12,1
4/27/2012,27-Apr-12,178.40,27-Apr-12,176.00,178.10,41,28191.00,5019637.90,27-Apr-12,1
4/30/2012,30-Apr-12,179.00,30-Apr-12,177.00,177.80,35,12590.00,2235444.50,30-Apr-12,1
5/2/2012,2-May-12,178.00,2-May-12,177.00,177.00,27,10600.00,1881881.70,2-May-12,1
5/3/2012,3-May-12,177.00,3-May-12,174.50,174.60,118,475675.00,83892315.50,3-May-12,1
5/4/2012,4-May-12,174.00,4-May-12,172.10,172.60,48,16681.00,2880092.30,4-May-12,1
5/8/2012,8-May-12,173.50,8-May-12,168.10,168.50,92,36298.00,6176724.20,8-May-12,1
5/9/2012,9-May-12,170.00,9-May-12,168.00,168.60,90,31970.00,5399869.00,9-May-12,1
5/10/2012,10-May-12,170.00,10-May-12,165.00,165.10,65,27905.00,4642174.00,10-May-12,1
5/11/2012,11-May-12,169.80,11-May-12,165.20,166.20,62,17413.00,2894289.60,11-May-12,1
5/14/2012,14-May-12,171.00,14-May-12,166.00,166.50,41,37113.00,6251771.20,14-May-12,1
5/15/2012,15-May-12,169.00,15-May-12,166.50,168.10,41,28949.00,4881846.30,15-May-12,1
5/16/2012,16-May-12,170.00,16-May-12,167.00,167.20,84,658005.00,109942065.50,16-May-12,1
5/17/2012,17-May-12,170.00,17-May-12,167.00,168.20,22,9835.00,1654885.80,17-May-12,1
5/18/2012,18-May-12,169.00,18-May-12,168.00,168.70,22,5146.00,866527.50,18-May-12,1
5/21/2012,21-May-12,169.00,21-May-12,167.50,167.50,40,16437.00,2764087.70,21-May-12,1
5/22/2012,22-May-12,169.00,22-May-12,165.50,166.00,47,14021.00,2339864.20,22-May-12,1
5/23/2012,23-May-12,166.00,23-May-12,164.20,165.00,39,20593.00,3408748.20,23-May-12,1
5/24/2012,24-May-12,165.00,24-May-12,163.00,163.00,16,2951.00,483589.70,24-May-12,1
5/25/2012,25-May-12,163.50,25-May-12,163.00,163.00,32,18816.00,3068126.00,25-May-12,1
5/28/2012,28-May-12,163.00,28-May-12,159.00,161.40,44,276471.00,44247690.90,28-May-12,1
5/29/2012,29-May-12,160.00,29-May-12,158.20,159.30,46,27854.00,4435239.70,29-May-12,1
5/30/2012,30-May-12,160.00,30-May-12,154.60,155.00,85,59340.00,9285549.10,30-May-12,1
5/31/2012,31-May-12,156.00,31-May-12,150.00,153.00,42,28854.00,4370005.60,31-May-12,1
6/1/2012,1-Jun-12,153.00,1-Jun-12,150.60,151.90,38,13910.00,2116297.20,1-Jun-12,1
6/5/2012,5-Jun-12,153.00,5-Jun-12,150.10,150.20,49,39833.00,6010565.40,5-Jun-12,1
6/6/2012,6-Jun-12,151.00,6-Jun-12,148.50,148.50,82,30542.00,4556199.50,6-Jun-12,1
6/7/2012,7-Jun-12,149.90,7-Jun-12,148.50,149.00,64,24887.00,3708235.40,7-Jun-12,1
6/8/2012,8-Jun-12,153.00,8-Jun-12,149.00,151.60,62,28559.00,4290344.00,8-Jun-12,1
6/11/2012,11-Jun-12,154.00,11-Jun-12,151.60,152.90,37,19116.00,2924584.20,11-Jun-12,1
6/12/2012,12-Jun-12,160.00,12-Jun-12,152.50,156.00,43,22213.00,3452680.20,12-Jun-12,1
6/13/2012,13-Jun-12,159.90,13-Jun-12,155.50,157.00,28,13068.00,2048846.70,13-Jun-12,1
6/14/2012,14-Jun-12,158.00,14-Jun-12,156.00,156.70,35,27195.00,4255613.00,14-Jun-12,1
6/15/2012,15-Jun-12,159.80,15-Jun-12,157.00,157.50,54,15484.00,2449651.90,15-Jun-12,1
6/18/2012,18-Jun-12,158.00,18-Jun-12,155.00,156.70,45,27374.00,4263401.10,18-Jun-12,1
